Name	Set	ImageFile	SetID	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Script	Cardtext
Sleeping Beauty	TAT	TAT-017	TAT-018	Resonator	Fairy Tale/Human	{w}{w}	2	0	700	Light	R		[Continuous] You may choose not to recover this card during the recovery phase. [Activate] Pay {1} [Rest] Resonators you control gain [+200/+200] as long as this card is rested.
Beowulf, the Blazing Wolf	TAT	TAT-019	TAT-019	Resonator	Nightmare/Werewolf	{r}{r}	2	300	500	Fire	C		[Continuous] If this card would deal damage to your opponent or to a resonator, it deals double that much instead.
Big-Bang Revolution	TAT	TAT-020	TAT-020	Spell:Chant-Standby		{r}{1}	2			Fire	C		[Trigger] When a resonator you control is destroyed: Two target resonators gain [+X/+Y] until end of turn, where X is the destroyed resonator's ATK and Y is the destroyed resonator's DEF.
Card Soldier "Diamond"	TAT	TAT-021	TAT-021	Resonator	Card Soldier	{r}{1}	2	400	400	Fire	C		[Continuous] When this card is put into a graveyard from your field, it deals 200 damage to target resonator.
Card Soldier "Heart"	TAT	TAT-022	TAT-022	Resonator	Card Soldier	{r}{1}	2	0	700	Fire	C		[Continuous] If damage would be dealt to a "Queen of Hearts" you control, it's dealt to this card instead.
Dragon King's Flame	TAT	TAT-023	TAT-023	Spell:Chant-Instant		{r}{2}	3			Fire	R		This card deals 600 damage to target player or resonator. If your J/ruler is "Falltgold, the Dragoon" or "Bahamut, the Dragon King", it deals 800 damage instead.
Duel of Truth	TAT	TAT-024	TAT-024	Spell:Chant-Instant		{r}	1			Fire	C		Target J/resonator you control and target J/resonator your opponent control deal damage equal to their ATK to each other.
Endless War	TAT	TAT-025	TAT-025	Addition:Field		{r}{r}	2			Fire	U		[Continuous] Resonators must attack if able.
Falltgold, the Dragoon | Bahamut, the Dragon King	TAT	TAT-026-r,TAT-026-j	TAT-026	Ruler	Knight			0 | 1000	0 | 1000	Fire	R		[J-Activate] Banish a fire resonator. [Activate] [Rest] Search your main deck for a Dragon resonator, reveal it and put it into your hand. Then shuffle your main deck. | [Flying] (While attacking, this card cannot be blocked by J/resonator without [Flying].) [Enter] This card deals damage to target resonator equal to the ATK of resonator banished for its judgment. [Activate] Banish a fire resonator: This card gains Imperishable until end of turn.
Forced Growth	TAT	TAT-027	TAT-027	Addition:Resonator		{r}	1			Fire	C		[Continuous] Resonator with this gains [+400/-400].
Fthaggua, the Flame Spirit	TAT	TAT-028	TAT-028	Resonator	Flame Spirit/Cthulhu	{r}{2}	3	0	200	Fire	R		[First Strike] (While attacking, this card deals its battle damage first to the blocker or attacked object.) [Continuous] This card gains [+200/+200] for each spell card in your graveyard.
Gliding Dragon Knight	TAT	TAT-029	TAT-029	Resonator	Knight	{r}{r}{1}	3	400	800	Fire	C		[Flying] (While attacking, this card cannot be blocked by J/resonators without [Flying].) [Activate] {r}: This card gains [+100/+0] until end of turn.
Kusanagi Sword	TAT	TAT-030	TAT-030	Addition:Resonator		{r}{r}	2			Fire	C		[Enter] This card deals 600 damage to target resonator. [Continuous] If resonator with this would deal damage, it deals that much +200 instead.
Little Dread, the Fake Red Moon	TAT	TAT-031	TAT-031	Resonator	Nightmare	{r}{r}{1}	3	800	800	Fire	SR		[Target Attack] (This card can attack recovered .) [Awakening] {r}: [Enter] Target resonator gains [+600/-600] until end of turn. [Awakening] {r}{1}: [Enter] Recover target resonator. You gain control of it until end of turn. It gains [Swiftness] until end of turn.
Rapid Decay	TAT	TAT-032	TAT-032	Spell:Chant		{r}	1			Fire	U		Destroy target resonator with total cost 2 or less.
Realm of the Dragon King	TAT	TAT-033	TAT-033	Addition:Field		{r}{r}{1}	3			Fire	R		[Continuous] Whenever a non-Dragon resonator comes into a field, this card deals 500 damage to it. If you control "Bahamut, the Dragon King", this card deals 800 damage instead.
Redbird of Omen	TAT	TAT-034	TAT-034	Resonator	Bird	{r}{r}{1}	3	0	700	Fire	U		[Flying]. [Continuous] At the beginning of your main phase, destroy all resonators with total cost equal to the number of omen counters on this card. [Continuous] At the end of your turn, put an omen counter on this card.
Wicked Witch of the West	TAT	TAT-035	TAT-035	Resonator	Nightmare/Witch	{r}{1}	2	100	200	Fire	U		[Activate] [Rest] This card deals 200 damage to target resonator. [Continuous] When this card becomes targeted by water spells or water card's abilities, destroy it.
Yamata-no-Orochi, the Eight Disasters	TAT	TAT-036	TAT-036	Resonator	Nightmare/Dragon	{r}{r}{r}{r}{r}{5}	10	200	2000	Fire	SR		[Swiftness] [Target Attack] [Continuous] Attacking doesn't cause this card to rest. [Continuous] Each of your turns, this card can attack up to eight times. [Continuous] When this card is put into a graveyard from your field, you may search your main deck for a card named "Kusanagi Sword" and add it to a resonator. Then shuffle your main deck.
Alice in Wonderland | Alice, the Drifter in the World	TAT	TAT-037-r,TAT-037-j	TAT-037	Ruler	Little Girl			0 | 700	0 | 700	Water	R		[J-Activate] Pay any number of will. You cannot choose to pay {0}. | [Enter] If you paid {w} for doing judgment, you gain 1000 life. If you paid {u}, draw a card. If you paid {d}, target opponent discard a card. If you paid {r}, this card deals 1000 damage to up to one target resonator. If you paid {g}, destroy up to one target addition. If you paid will of each attribute and will produced from "Moojdart, the Fantasy Stone", this card gains [Flying] and [Swiftness] until end of turn.
Alice's World	TAT	TAT-038	TAT-038	Addition:Field		{u}{u}{6}	8			Water	R		For each resonator you control that doesn't share any race with other resonators you control, you may pay {1} less to play this card. (For example, if you control a Nightmare resonator and a Fairy Tale resonator, you may pay {2} less.) [Enter] Take an extra turn after this one.
Cheshire Cat, the Grinning Remnant	TAT	TAT-039	TAT-039	Resonator	Fairy Tale	{u}	1	0	200	Water	SR		[Enter] Draw two cards, then put a card from your hand on top of your main deck. [Continuous] This card cannot be targeted by spells or abilities.[Continuous] When this card is put into a graveyard from a field, shuffle it into its owner's main deck.
Crossroad of Worlds	TAT	TAT-040	TAT-040	Spell:Chant-Instant		{u}{u}{1}	3			Water	U		Target resonator loses all abilities and gains all abilities of another target resonator until end of turn. First resonator's ATK and DEF become the same of second resonator until end of turn.
Destructive Flow	TAT	TAT-041	TAT-041	Spell:Chant-Standby		{u}{u}	2			Water	C		[Trigger] At the end of a turn you're dealt damage: Return all rested resonators your opponent controls to their owner's hand. (Pay {2} to put this card into your chant-standby area. You may play this from the next turn if it fulfills [Trigger] condition and you control magic stones equal or more than its cost.)
Dreams of Wonderland	TAT	TAT-042	TAT-042	Spell:Chant-Instant		{u}	1			Water	R		Reveal the top of your main deck. If its total cost is odd, return target resonator to its owner's hand. Otherwise, draw a card.
Humpty Dumpty	TAT	TAT-043	TAT-043	Resonator	Fairy Tale	{u}{u}{1}	3	800	800	Water	SR		[Activate] {u}, banish this card: Reveal the top card of your main deck. If it's a resonator, put it into your field. Otherwhise, put in into your graveyard.
Little Mermaid of Tragic Love	TAT	TAT-044	TAT-044	Resonator	Mermaid	{u}{1}	2	500	300	Water	U		[Continuous] When this card is put into a graveyard from your field, draw a card. [Continuous] Your opponent must block this card if able.
Mad Hatter	TAT	TAT-045	TAT-045	Resonator	Fairy Tale	{u}	1	300	300	Water	U		[Awakening] {u}: [Enter] Draw a card. (You may pay an additional {u} as you play this card.If you do, this card gains the following ability.)
Mad Tea-Party	TAT	TAT-046	TAT-046	Addition:Field		{u}{u}{3}	5			Water	U		[Continuous] &lt;Tea-Party Madness&gt; Whenever a resonator you control becomes targeted by spells or other abilities other than through &lt;Tea-Party Madness&gt;, choose the new target at random. (Choose at random among all the legal targets including the original one.)
March Hare	TAT	TAT-047	TAT-047	Resonator	Fairy Tale	{u}	1	500	300	Water	R		[Continuous] Whenever this card attacks, reveal the top card of your main deck. If its total cost is even, the next damage this card would deal this turn is dealt to you instead.
Riina, the Girl with Nothing	TAT	TAT-048	TAT-048	Resonator	Human	{u}{1}	2	400	400	Water	C		[Activate] Pay {0}: Target resonator you control loses all abilities until end of turn.
Seashore Fisherman	TAT	TAT-049	TAT-049	Resonator	Human/Fisherman	{u}{2}	3	500	600	Water	C		[Activate] [Rest] Reveal the top card of your main deck. If it's a resonator, put it back, look the top four cards of your main deck and put them in any order. If it's an addition, put it into your hand. If it's a spell card, rest target resonator.
Shallows Giant Dolphin	TAT	TAT-050	TAT-050	Resonator	Dolphin	{u}{u}{1}	3	300	1000	Water	C		[Continuous] Whenever this card blocks, rest target resonator.
Sleeping Rat	TAT	TAT-051	TAT-051	Resonator	Fairy Tale/Rat	{u}{1}	2	500	500	Water	C		
Star Money	TAT	TAT-052	TAT-052	Addition:Resonator		{u}	1			Water	C		[Continuous] Resonator with this gains [+700/+700] if it has no printed abilities.
Whirlpool of Knowledge	TAT	TAT-053	TAT-053	Spell:Chant		{u}{2}	3			Water	C		Draw cards equal to the number of different attributes among resonators you control. (Cards without attributes don't count.)
Witch's Dagger	TAT	TAT-054	TAT-054	Addition:Resonator		{u}	1			Water	C		[Continuous] Resonator with this gains "[Activate] Pay {u}{u}{2} [Rest] Destroy target rested resonator." and "[Activate] [Rest] banish this resonator: Draw three cards."
Brainless Scarecrow	TAT	TAT-055	TAT-055	Resonator	Fairy Tale	{g}	1	200	200	Wind	C		[Enter] If you control "Heartless Tin Man" or "Cowardly Lion", put an achievement counter on this card. [Continuous] This card gains [+300/+300] for each achievement counter on it.
Cowardly Lion	TAT	TAT-056	TAT-056	Resonator	Fairy Tale	{g}	1	200	200	Wind	C		[Continuous] Whenever this card deals damage to your opponent, put an achievement counter on this card. [Continuous] This card gains [+300/+300] for each achievement counter on it.
Crimson Girl in the Sky | Little Red, the True Fairy Tale	TAT	TAT-057-r,TAT-057-j	TAT-057	Ruler	Little Girl			0 | 800	0 | 1000	Wind	R		[J-Activate] Pay {0}. Play this ability only if you put "Refarth. the Castle of Heaven" into a field this turn.[J-Activate] Pay {g}{g}{1}. | [Continuous] This card cannot be targeted by darkness or fire spells or darkness or fire card's abilities. [Continuous] If a spell or ability would increase ATK or DEF of resonators you control, it increases double that much instead. [Continuous] If a spell or ability would decrease ATK or DEF of resonators you control, it decreases none instead.
Dorothy, the Lost Girl	TAT	TAT-058	TAT-058	Resonator	Fairy Tale	{g}{1}	2	400	400	Wind	R		[Continuous] Whenever this card deals damage to your opponent, put the top card of your magic stone deck into your magic stone area. [Awakening] {g}: [Enter] Reveal top five cards of your main deck. Put any number of cards named "Heartless Tin Man", "Brainless Scarecrow", "Cowardly Lion" and/or "Silver Shoes" among them into your hand. Put the rest on the bottom of your main deck in any order.
Dragonslayer	TAT	TAT-059	TAT-059	Addition:Resonator		{g}{1}	2			Wind	C		[Enter] Destroy target Dragon.[Continuous] If damage would be dealt to the resonator with this, prevent 500 of it.
Evolution of Limits	TAT	TAT-060	TAT-060	Spell:Chant-Instant		{g}	1			Wind	C		Target resonator [+600/+600] until end of turn.
Gardea, the Guardian Dragon of Heaven	TAT	TAT-061	TAT-061	Resonator	Ancient/Dragon	{g}{g}{1}	3	800	800	Wind	SR		[Enter] Search your magic stone deck for a card. Then, shuffle the rest of your magic stone deck and put that card on top of it. [Activate] [Rest] Target resonator you control gains [+400/+0] until end of turn.
Glinda, the Fairy	TAT	TAT-062	TAT-062	Resonator	Fairy Tale	{g}{g}	2	500	500	Wind	SR		[Enter] Target resonator cannot be blocked until end of turn. [Activate] Banish this card: Cancel target normal spell unless its controller pays {2}.
Guide of Heaven	TAT	TAT-063	TAT-063	Resonator	Ancient/Elf	{g}{1}	2	200	200	Wind	U		[Activate] [Rest] Reveal the top card of your main deck. If it's an Elf resonator, put it into your hand. [Awakening] {g}: [Enter] Search your main deck for an Elf resonator, reveal it and put it into your hand. Then shuffle your main deck.
Heartless Tin Man	TAT	TAT-064	TAT-064	Resonator	Fairy Tale	{g}	1	200	200	Wind	C		[Continuous] When an addition is added to a resonator you control or an [Addition:Field] is put into your field, put an achievement counter on this card. [Continuous] This card gains [+300/+300] for each achievement counter on it.
Oz, the Great Wizard	TAT	TAT-065	TAT-065	Resonator	Fairy Tale	{g}{2}	3	600	600	Wind	U		[Enter] Search your main deck for a spell card with total cost 1, reveal it and put it into your hand. If its name is "Oz's Magic", you may play it without paying its cost instead of putting it into your hand. Then shuffle your main deck.
Oz's Magic	TAT	TAT-066	TAT-066	Spell:Chant-Instant		{g}	1			Wind	U		Put an achievement counter on each of up to two target resonators. If you control "Oz, the Great Wizard", draw a card.
Portal of Truth	TAT	TAT-067	TAT-067	Spell:Chant-Standby		{g}{1}	2			Wind	C		[Trigger] Anytime: Destroy target resonator if its ATK is different from its printed ATK or its DEF is different from its printed DEF. (Pay {2} to put this card into your chant-standby area. You may play this from the next turn if it fulfills [Trigger] condition and you control magic stones equal or more than its cost.)
Realm of Evolution	TAT	TAT-068	TAT-068	Addition:Field		{g}{1}	2			Wind	U		[Continuous] Fairy Tales you control gain [+200/+200]. [Activate] {g}, banish this card: Search your main deck for a Fairy Tale resonator, reveal it and put it into your hand. Then shuffle your main deck.
Refarth, the Castle in Heaven	TAT	TAT-069	TAT-069	Addition:Field		{g}{1}	2			Wind	R		[Continuous] Resonators you control gain [+100/+100]. [Activate] Banish this card: Target resonator gains [+400/+400] until end of turn.
Silver Shoes	TAT	TAT-070	TAT-070	Addition:Resonator		{g}	1			Wind	C		[Continuous] Resonator with this gains [+300/+300].
Wolf in the Sky	TAT	TAT-071	TAT-071	Resonator	Ancient/Wolf	{g}	1	100	400	Wind	C		[Continuous] Whenever this card attacks, it gains [+400/+0] until end of turn.
Xeex the Ancient Magic	TAT	TAT-072	TAT-072	Spell:Chant-Instant		{g}{g}	2			Wind	R		Choose one. If your J/ruler is "Crimson Girl in the Sky" or "Little Red, the True Fairy Tale", choose up to four - Target resonator cannot be targeted by spells or abilities until end of turn; or cancel target summon spell; or resonators you control gain [+200/+200] until end of turn; or target player shuffles all magic stones from his or her graveyard into his magic stone deck, then shuffles all other cards from his or her graveyard into his of her main deck.
Al-Haber, the Tower of Despair	TAT	TAT-073	TAT-073	Addition:Field		{d}{1}	2			Dark	R		[Continuous] When a resonator your opponent controls is put into a graveyard, put a despair counter on this card. [Continuous] At the beginning of your main phase, if there are seven or more despair counters on this card, banish it and you may search your main deck for up to two darkness resonators and play them without paying their cost. Then shuffle your main deck.
Card Soldier "Club"	TAT	TAT-074	TAT-074	Resonator	Nightmare/Club Soldier	{d}{1}	2	400	400	Dark	C		[Enter] Reveal the top four cards of your main deck. Put a Card Soldier card among them into your hand. Put the rest into your graveyard.
Card Soldier "Spade"	TAT	TAT-075	TAT-075	Resonator	Nightmare/Card Soldier	{d}	1	200	200	Dark	C		[Continuous] This card gains [+200/+200] for each other Card Soldier you control.
Death Sentence from the Queen	TAT	TAT-076	TAT-076	Spell:Chant-Standby		{d}{d}	2			Dark	C		[Trigger] While a resonator your opponent controls is attacking: Your opponent banish a non-attacking resonator he or she controls. You gain life equal to its DEF. (Pay {2} to put this card into your chant-standby area. You may play this from the next turn if it fulfills [Trigger] condition and you control magic stones equal or more than its cost.)
Demon's Curse	TAT	TAT-077	TAT-077	Addition:Resonator		{d}{1}	2			Dark	C		[Continuous] Resonator with this gains [-200/-200]. When the resonator with this is put into a graveyard from a field, this card deals 500 damage to that resonator's controller.
Ebony Devil	TAT	TAT-078	TAT-078	Resonator	Demon	{d}	1	500	500	Dark	C		[Continuous] At the end of your turn, this card deals 200 damage to you.
Ebony Prophet | Abdul Alhazred, the Harbinger of Despair	TAT	TAT-079-r,TAT-079-j	TAT-079	Ruler	Prophet			0 | 1000	0 | 1000	Dark	R		[J-Activate] Pay {d}. Play this ability only if you control "Grusbalesta, the Sealing Stone". [J-Activate] Pay {d}{d}{1}. [Activate] [Rest] Target resonator gains [-300/-300] until end of turn. | [Continuous] [Enter] abilities of cards your opponent controls don't trigger. [Activate] {0}: Target resonator or addition loses all abilities until end of turn. You may play this ability up to twice per turn.
Elder Things	TAT	TAT-080	TAT-080	Resonator	Cthulhu	{d}{d}{2}	4	0	200	Dark	U		[Continuous] This card gains [+200/+200] for each resonator in all graveyard.
Joker's Suit	TAT	TAT-081	TAT-081	Addition:Resonator		{d}	1			Dark	C		[Continuous] Resonator with this gains [+200/+200] and Card Soldier in addition to its own race. [Continuous] When this card is put into a graveyard from a field, you may add it to a target resonator you control.
Laplacia, the Demon of Fate	TAT	TAT-082	TAT-082	Resonator	Demon	{d}{d}{1}	3	700	700	Dark	SR		[Continuous] You opponent plays with top card of his or her main deck revealed. [Continuous] You may look at the top card of your main deck at any time. [Activate] [Rest] Put the top card of your main deck and the top card of your opponent's main deck into their owner's graveyard.
Mephistopheles, the Abyssal Tyrant	TAT	TAT-083	TAT-083	Resonator	Demon	{d}{d}{2}	4	1500	1500	Dark	SR		[Flying] [Target Attack] [Continuous] When this card becomes targeted by spells or abilities your opponent controls, he or she loses 500 life. [Continuous] At the end of your turn, banish another resonator you control.
Necronomicon	TAT	TAT-084	TAT-084	Addition:Field		{d}{d}{d}	3			Dark	U		[Continuous] You may play cards in your graveyard. [Continuous] If a card would be put into your graveyard from anywhere, remove it from the game instead. [Continuous] At the end of your turn, discard your hand.
Neithardt, the Demon Knight	TAT	TAT-085	TAT-085	Resonator	Demon/Knight	{d}{d}	2	500	500	Dark	U		[Continuous] This card cannot be targeted by light spells or light card's abilities and prevent all damage that would be dealt to this card by light cards.
Queen of Hearts	TAT	TAT-086	TAT-086	Resonator	Nightmare	{d}{d}{2}	4	200	600	Dark	R		[Continuous] You may pay {1} less to play Card Soldier resonators. [Enter] Put up to one target card named "Card Soldier "Spade"", up to one target card named "Card Soldier ""Club"", up to one target card named "Card Soldier "Diamond"" and up to one target card named "Card Soldier "Heart"" from your graveyard into your hand. [Activate] [Rest] banish two Card Soldiers: Destroy target resonator.
Spire Shadow Drake	TAT	TAT-087	TAT-087	Resonator	Drake	{d}{2}	3	700	600	Dark	C		[Flying] (While attacking this card cannot be blocked by J/resonators without [Flying].)
Stoning to Death	TAT	TAT-088	TAT-088	Spell:Chant-Instant		{d}{d}	2			Dark	R		Destroy target resonator
Summoning Art of Alhazred	TAT	TAT-089	TAT-089	Spell:Chant		{d}{d}	2			Dark	U		Search your main deck for a Demon resonator, reveal it and put it into your hand. Then shuffle your main deck. If your J/ruler is "Ebony Prophet" or "Abdul Alhazred, the Harbringer of Despair", you may pay {d}{d} less to play cards with the same name as the card you searched until end of turn.
Whisper from the Abyss	TAT	TAT-090	TAT-090	Spell:Chant-Instant		{d}{1}	2			Dark	C		Pay any amount of life. Draw a card for each 500 life you lost this way.
I, the Pilot	MPR	MPR-001	MPR-001	Resonator	Fairy Tale/Prince	{w}{w}{1}	3	800	800	Light	R		[Awakening] {w}{1}: [Enter] Search your main deck for a card named "The Little Prince" and put it into your field. This triggers its [Enter] ability. Then shuffle your main deck. [Enter] Rest target resonator your opponent controls. [Continuous] Then "The Little Prince" is put into a graveyard from your field, you gain 1000 life.
Abel, the Avenger of Gods	MPR	MPR-002	MPR-002	Resonator	Human	{w}{w}{1}	3	700	700	Light	SR		[Target Attack] [Incarnation] {w}, {w} (You may banish two light resonators rather than play this card's cost.) [Awakening] {w}{w}{2}: [Enter] Destroy all other resonators.
Accede the Light	MPR	MPR-003	MPR-003	Spell:Chant-Instant		{w}{1}	2			Light	C		When target resonator you control is put into a graveyard this turn, search your main deck for a resonator with the same total cost as that resonator and put it into your field. Then shuffle your main deck.
Apostle of Paradise	MPR	MPR-004	MPR-004	Resonator	Fantasy	{w}{w}	2	400	400	Light	C		[Continuous] This card cannot be destroyed as long as you control "Abel, the Avenger of Gods".
Book of Genesis	MPR	MPR-005	MPR-005	Addition:Field		{w}{w}{2}	4			Light	U		[Continuous] At the beginning of your main phase, put a creation counter on this card. Then, if this card has six or less creation counters on it, search your main deck for a resonator with total cost equal to the number of creation counters on this card and put it into your field. Then shuffle your main deck.
Genesis Creation	MPR	MPR-006	MPR-006	Spell:Chant		{w}{w}{2}	4			Light	R		Put up to one target [Addition: Field] and up to one target resonator from your graveyard into your field. Put up to one target magic stone from your graveyard into your magic stone area.
Holy Warrior of Hope	MPR	MPR-007	MPR-007	Resonator	Human	{w}	1	400	400	Light	C		
Jekyll, the Order	MPR	MPR-008	MPR-008	Resonator	Human	{w}{w}	2	500	500	Light	U		[Enter] You gain 200 life. [Activate] Pay {d}, banish this card: Search your main deck for a card named "Hyde, the Chaos" and put it into your field. This triggers its [Enter] ability. Then shuffle your main deck.
Mind Reading Fox	MPR	MPR-009	MPR-009	Resonator	Fox	{w}{w}{2}	4	800	800	Light	U		[Continuous] This card cannot be targeted by spells or abilities your opponent controls.
Pandora, the Weaver of Myth | Grimmia, the Savior of Myth	MPR	MPR-010-r,MPR-010-j	MPR-010	Ruler	Princess			0 | 1000	0 | 1000	Light	R		[J-Activate] Pay {w}{w}{w}{w}{w}. If your life is 3000 or less, pay {w}{w}{w}{w} instead. If your life is 2000 or less, pay {w}{w} instead. If your life is 1000 or less, pay {0} instead. | [Continuous] Whenever this card attacks, you may search your main deck for a weapon [Addition:J/Resonator] and add it to this card. Then shuffle your main deck. [Activate] Pay {w}: This card gains [Swiftness] and [Target Attack] until end of turn. [Activate] Pay {w}{w}, banish an addition added to this card: Rest up to two target J/resonators.
Ragnarok, the Divine Sword of Savior	MPR	MPR-011	MPR-011	Addition:J/Resonator		{w}{w}{1}	3			Light	R		[Continuous] Added J/resonator gains [+500/+500]. [Continuous] If a resonator dealt damage by added J/resonator would be put into a graveyard this turn, remove that resonator from the game and you gain life equal to its DEF instead.
Savior of Splendor	MPR	MPR-012	MPR-012	Spell:Chant-Instant		{w}	1			Light	U		Remove target darkness resonator from the game.
Seal of Grimmia	MPR	MPR-013	MPR-013	Addition:Resonator		{w}	1			Light	C		[Continuous] Added resonator cannot attack
Sign to the Future	MPR	MPR-014	MPR-014	Spell:Chant-Standby		{w}{1}	2			Light	C		[Trigger] Your opponent controls three or more resonators than you: Remove two target resonators from the game.
Speaker of Creation	MPR	MPR-015	MPR-015	Resonator	Ancient	{w}{1}	2	0	400	Light	C		[Enter] Search your main deck for an [Addition:Field], reveal it and put it into your hand. Then shuffle your main deck. [Activate] Pay {w}, banish this card: Destroy target [Addition:Field].
Sweet Rose	MPR	MPR-016	MPR-016	Addition:Resonator		{w}	1			Light	C		[Continuous] Added resonator gains [+300/+300]. If it's a Prince, it gains [+600/+600] and [Target Attack] instead.
The Little Prince	MPR	MPR-017	MPR-017	Resonator	Fairy Tale/Prince	{w}{1}	2	200	200	Light	SR		[Continuous] This card gains [+400/+400] for each different total cost among resonators you control that don't share this card's total cost. [Enter] You gain 1000 life if your life is 1000 or less.
White Spirit	MPR	MPR-018	MPR-018	Resonator	Spirit	{w}{w}	2	500	500	Light	C		[Enter] You gain 500 life.
Akashic Records of Eternal Flame	MPR	MPR-019	MPR-019	Addition:Field		{r}{1}	2			Fire	R		[Continuous] You may pay {2} less to play a card if a card with the same name is in your graveyard.
Apostle of Cain	MPR	MPR-020	MPR-020	Resonator	Human/Cognate	{r}	1	500	100	Fire	C		[Enter] If your J-ruler attacked this turn, this card gains [Swiftness] until end of turn.
Apostle of Creation | Cain, the Traitor of Gods	MPR	MPR-021-r,MPR-021-j	MPR-021	Ruler	Prophet			0 | 700	0 | 700	Fire	R		[J-Activate] Pay {r}. | [First Strike] [Continuous] You cannot call magic stones. At the beginning of your main phase, put the top card of your magic stone deck into your magic stone area. [Continuous] Cognate resonators you control gain [+200/+0]. [Activate] Pay {r}: This card deals 200 damage to target resonator.
Black Goat	MPR	MPR-022	MPR-022	Resonator	Cthulhu/Minion	{r}	1	200	200	Fire	C		[Activate] Pay {r}, remove this card in your graveyard from the game. This card deals 200 damage to target player or resonator.
Blazer, the Eater of Dimensions	MPR	MPR-023	MPR-023	Resonator	Wanderer/Dragon	{r}{r}{r}{2}	5	1100	1100	Fire	SR		You may play this card from the removed area. [Swiftness] (this card can attack and play its [Rest] abilities the same turn it comes into a field.) [Continuous] If a card would be put into a graveyard from everywhere, remove it from the game instead.
Bullet of Envy	MPR	MPR-024	MPR-024	Addition:J/Resonator		{r}	1			Fire	C		[Continuous] Added J/resonator gains [+800/+800] if your life is less than your opponent's life.
Cain Complex	MPR	MPR-025	MPR-025	Spell:Chant-Standby		{r}{2}	3			Fire	U		[Trigger] While a resonator your opponent controls is attacking: Until end of turn, gain control of target resonator that didn't attack this turn.
Crime and Punishment	MPR	MPR-026	MPR-026	Spell:Chant-Instant		{r}	1			Fire	C		This card deals X damage to target J/resonator, where X is the damage it dealt this turn.
Eden, the Crimson Garden	MPR	MPR-027	MPR-027	Addition:Field		{r}{2}	3			Fire	U		[Continuous] Players cannot gain life. [Continuous] At the end of turn, this card deals 200 damage to each player.
Forty Thieves	MPR	MPR-028	MPR-028	Resonator	Story/Human	{r}{1}	2	400	400	Fire	C		[Enter] Draw two cards, then discard two cards.
Glyph of Unkill	MPR	MPR-029	MPR-029	Addition:Resonator		{r}	1			Fire	C		[Continuous] Destroy added resonator at the end of its controller's turn.
Jabal, the Grandsire of Nomads	MPR	MPR-030	MPR-030	Resonator	Human/Cognate	{r}{r}	2	600	500	Fire	C		[Continuous] When this card attacks, if your J-ruler attacked this turn, target resonator cannot block this turn.
Jubal, the Grandsire of Musicians	MPR	MPR-031	MPR-031	Resonator	Human/Cognate	{r}{r}	2	500	600	Fire	U		[Continuous] When this card attacks, if your J-ruler attacked this turn, this card deals 500 damage to target resonator.
Shub-Niggurath, the Goddess of Fertility	MPR	MPR-032	MPR-032	Resonator	Cthulhu	{r}{r}{2}	4	600	600	Fire	SR		[Incarnation] {r} or {d}, {r} or {d} (You may banish aone fire resonator and one fire or darkness resonator rather than pay this card's caost.) [Enter] Search your main deck for a card named "Black Goat" and put it into your field. Then shuffle your main deck. [Activate] [Rest] banish two other Cthulhu resonators: Put target Cthulhu non-spell card from your graveyard into your field.
Spawn of Blazer	MPR	MPR-033	MPR-033	Resonator	Dragon	{r}{r}	2	400	400	Fire	C		[Flying] [Activate] Banish this card: Produce two wills in any combination of attributes. Spend this will only to play Dragons.
Split Heaven and Earth	MPR	MPR-034	MPR-034	Spell:Chant		{r}{r}	2			Fire	R		This card deals 300 damage to each player for each special magic stone that he or she controls.
The First Lie	MPR	MPR-035	MPR-035	Spell:Chant-Instant		{r}{1}	2			Fire	U		Each player chooses a number secretly. Then those numbers are revealed. Each player with the highest number draws three cards and loses 100 life multiplied by the number he or she chose.
The Hound of Tindalos	MPR	MPR-036	MPR-036	Resonator	Cthulhu	{r}{1}	2	200	200	Fire	R		[Continuous] This card gains [+200/+200] for each card named "The Hound of Tindalos" in your graveyard. [Continuous] When this card is put into a graveyard from your field, you may pay {r}. If you do, search your main deck for a card named "The Hound of Tindalos" and put it into your field rested. Then shuffle your main deck.
Apollosphere, the Moon Lance	MPR	MPR-037	MPR-037	Addition:J/Resonator		{u}{1}	2			Water	R		[Continuous] Added J/resonator gains [+400/+0]. [Continuous] You may banish this card rather than pay the cost of a water [Spell:Chant-Insant].
Campanella, the Milky Way Moon	MPR	MPR-038	MPR-038	Resonator	Fairy Tale/Fantasy	{u}{1}	2	200	200	Water	SR		[Enter] Search your main deck for a water Moon card and put it into your field. [Continuous] This card gains [+200/+200] as long as you control a Moon. [Continuous] When a resonator is put into a graveyard from your field, you may banish this card. If you do, put that resonator from its owner's graveyard into his or her hand.
Dark Shining Swordsman	MPR	MPR-039	MPR-039	Resonator	Wererabbit	{u}{2}	3	600	600	Water	C		[Activate] Pay {m}{m}: Target resonator's printed ATK becomes 0 until end of turn.
Elixir of Immortality	MPR	MPR-040	MPR-040	Addition:Resonator		{u}	1			Water	C		[Continuous] Prevent all battle damage that would be dealt to or dealt by added resonator.
